/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_09_838.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_09_838.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_09_838.jpg,0,0,0,4.391711E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_09_915.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_09_915.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_09_915.jpg,0,0,0,4.923504E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_09_999.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_09_999.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_09_999.jpg,0,0,0,5.721647E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_087.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_087.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_087.jpg,0,0,0,7.983553E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_157.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_157.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_157.jpg,0,0,0,8.848285E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_249.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_249.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_249.jpg,0,0,0,9.91235E-06
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_320.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_320.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_320.jpg,0,0,0,1.071053E-05
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_398.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_398.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_398.jpg,0,0.2307029,0,0.2087907
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_532.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_532.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_532.jpg,0,0.4607098,0,0.6338112
/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/center_2024_03_23_11_53_10_614.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/left_2024_03_23_11_53_10_614.jpg,/media/admin1/Elixer/Car-Driving-Sim/Data/IMG/right_2024_03_23_11_53_10_614.jpg,0,0.6831958,0,1.261888
